Date,SK㈜,롯데쇼핑,HD현대,하나금융지주,SK D&D
2022-04-01,,,,,
2022-04-04,2.484464547147658,1.4358931322628665,1.2962983467688538,0.20660278709185853,0.9966758066620063
2022-04-05,0.0,-0.2022226430535623,0.9140723831450703,-2.8865972237114956,0.0
2022-04-06,0.4040492018699826,-1.013170675882591,-0.5434756688886266,0.7431068307197641,-1.9736872805889427
2022-04-07,-1.0060381388811712,-2.149435002746225,-0.7285939560610188,-1.5806109981816863,-0.8389245887757357
2022-04-08,0.81301237855127,-1.150626070193106,0.5504560566049532,-0.749471717752026,0.169204415199542
2022-04-11,0.2016106255405159,1.1640195829769828,1.2773742686739586,1.4023823380434175,0.0
2022-04-12,-1.8108646707196807,-2.0920490179802242,-0.18018735078687564,-0.21277623802179457,-2.0270302176602195
2022-04-13,1.8442617552816731,0.9615388110409961,3.4295946448032577,0.6396704533107034,0.6896610762795907
2022-04-14,0.40242321408532344,-0.5291047198200283,1.0471233135717295,-0.2118746411901351,0.5136976392027925
2022-04-15,0.40079704949536055,0.10639106452594582,1.3817014911340353,-0.42462971949018824,1.1925019703374673
2022-04-18,-0.39919707937953186,2.1253971866611376,-0.6814277417805159,-0.4264308282963425,-1.178448943467203
2022-04-19,0.6011955742430297,-0.6243527947759842,1.3722060764402855,1.92719075805865,0.511072273001778
2022-04-20,2.3904309484900965,1.7800974471316788,0.0,0.31512221159781806,-0.5084736053890926
2022-04-21,3.112837597402618,1.1316945438915482,-0.5076117987183659,0.6282741337795494,-0.3407148486678446
2022-04-22,0.0,-0.5086510304020742,-0.1700672141509041,1.4568201546118598,0.0
2022-04-25,-2.2641442548565482,-4.8057259891550625,-0.5110784078228403,-2.6666651759726934,-1.1965788922995602
2022-04-26,1.1583008389106642,1.1815236912273486,0.3424717716555392,-0.421487970367862,0.17301004341818693
2022-04-27,-0.190837545843503,-2.760078062740934,-0.6825905821779443,-2.116398505316208,-1.381704297495412
2022-04-28,2.8680616877102993,2.183404816003698,1.3745638074515787,2.9189025373486333,0.35027667151230624
2022-04-29,-0.3717307905445777,0.9615388110409961,-1.1864350250666456,-1.2604983883204524,-0.17452700836037005
2022-05-02,0.37311778423356756,0.0,-0.3430591727515697,-0.8510566333847391,-0.17483213765988603
2022-05-03,-2.973981111537194,-0.21163828771898485,0.3442401200597134,-0.7510702109661427,-0.17512372140904287
2022-05-04,-0.1915561111457409,-0.8483666205103102,0.343043865468573,2.27025207324405,-0.526307467797893
2022-05-06,-0.7677582772970482,0.10696000525429739,0.3418863525921356,-0.4228342396444762,-0.3527329852363481
2022-05-10,-4.642164963130513,-0.6410289030493677,0.6814277417805048,-2.4416064222328004,-2.1238969552738407
2022-05-11,-1.0142006951619265,4.08602109234506,-1.8612508120067317,-3.1556081765921173,4.5207943365879855
2022-05-12,-0.6147539184272244,0.8264475880993105,-0.5172466054008673,0.3370745460899549,-0.8650502170909014
2022-05-13,1.030929796842428,3.9959002821453593,2.2530377672372204,2.799565558872996,3.490394533856045
2022-05-16,0.20407932630277514,0.492614759018406,1.355940868605332,1.1982555715178256,-0.33726748743954094
2022-05-17,1.8329866436414433,-0.9803999233171323,1.8394559613927663,-0.43056196976063443,-1.6920441519955087
2022-05-18,-0.7999910344468453,0.0,0.8210141523189218,-0.10812314135730805,-0.6884668234223512
2022-05-19,-0.4032278965628078,-3.96039403850732,-1.6286568018023306,-1.9480478624089415,-0.8665566658321855
2022-05-20,0.6072872738035917,-0.7216429668812752,-0.6622558631012354,3.6423796571613654,1.5734308837528133
2022-05-23,-1.0060381388811712,1.349944630383737,-2.333329664517536,0.9584741187222523,1.7211670585558725
2022-05-24,-5.284546963031566,-0.6147572413475744,-1.19454874772984,0.5274324676016517,-0.3384088303991062
2022-05-25,1.5021359958375058,0.41236740964643026,0.5181476923219241,0.4197188256565898,0.848894810998968
2022-05-26,-0.211407149878029,-0.92401632950182,0.5154537610023269,0.7314498271682845,-0.6733993962669715
2022-05-27,0.8474550231436506,1.6580336637754378,1.3675225279407899,1.76349534020539,0.6779648071854494
2022-05-30,2.1008373974996664,1.9367902226185008,1.011814637195818,0.9174198939413625,0.5050495472002314
2022-05-31,2.057617131997058,1.5000034872527213,4.340561494143369,0.0,3.5175952798391696
2022-06-02,0.6048451675850997,-2.9556634147187566,0.0,-3.838385933032451,-1.6181265606396544
2022-06-03,0.20038531369059864,8.121822852578632,0.640004077977907,0.0,1.3157869453973348
2022-06-07,-1.3999909026004675,-1.4084459798880622,1.2718610540267683,-1.7857052549598684,-1.6233735445721598
2022-06-08,0.0,2.857141237048766,2.1977915751019372,0.0,-0.3300392521910278
2022-06-09,1.0142006951619376,-1.8518508309592119,-0.46082045946332917,-0.42780871274793464,-3.4768216152215037
2022-06-10,-1.0040179382526215,-1.8867913930498692,0.6172809752218678,-1.1815335211131317,-2.229841476864991
2022-06-13,-3.2454395501498534,-2.8846219115754135,-3.6809844921058987,-2.826075580161125,-4.736840410106979
2022-06-14,-0.6289237335821762,0.4950534654542649,-0.3184698214993009,1.0067091930749728,-1.8416170884116068
2022-06-15,-4.008449014716231,-0.9852211382395892,-3.035150658765229,-1.8826239378583742,-2.6266521668745324
2022-06-16,0.43956274818539587,0.4975079325369558,0.16474387073188712,-0.7900649428277173,-1.7340928005186274
2022-06-17,1.3129099372489295,-3.069304537715001,-1.6447217779719137,-3.071676234748655,0.5882423202969722
2022-06-20,-3.0237525639561613,0.20429693401691207,-1.003354538625767,-1.5258208203800416,-3.8986438170145243
