Date,SK리츠,롯데리츠,코람코라이프인프라리츠,신한서부티앤디리츠,코람코더원리츠,스타리츠,디앤디플랫폼리츠,미래에셋글로벌치ㅡ,NH올원리츠,ESR켄달스퀘어리츠,제이알글로벌리츠,이지스레지던스리츠,이지스벨류리츠,NH프라임리츠,신한알파리츠,이리츠코크렙,케이탑리츠
2022-04-04,0.0061919762435028985,-0.0051860016991812025,0.007734007622871424,0.009643265477569161,0.023973895352277213,0.03074118494657494,0.0,0.018660274229080523,0.001864017112627917,0.014471975542562002,0.010791273012338705,0.010889434757228885,0.0,0.0030043574396803907,-0.005277023317323914,0.009569477609833206,-0.0030442139197091743
2022-04-05,-0.0015443374264622267,-0.010452907857946604,0.009202571932452488,-0.003846088514873441,0.036548852202881746,0.015504161897176738,-0.0037454357271697897,0.0,-0.0037313097166702877,-0.015930734954390315,-0.0017904238696908944,0.0,0.0,0.0019979794589435424,0.02223758474575115,-0.012779791399024515,-0.006116093904570654
2022-04-06,-0.010878016937350183,-0.012335188257982379,0.009118574711018386,0.015296604213926335,0.019386679589808404,0.0057526341118699685,-0.007532907968344052,0.00670032374631811,0.0,-0.026628900221170544,0.001790423869690836,-0.0036166520384023596,0.005097812939451372,-0.004000075316541316,0.007732054701348486,0.0016064888586639283,0.006116093904570552
2022-04-07,0.006230378120309649,0.003539906965622304,0.019476168948505283,-0.0018994634778609285,-0.011263172484111317,0.001910263854647344,0.009407482689241173,0.0,0.0037313097166701463,0.022239566883830997,0.007130239390411191,0.007220174622382783,0.0033840970025736474,0.0,-0.006439184444865447,0.014342828616685156,-0.02157243484568444
2022-04-08,0.010810992059970001,0.014035344970331563,0.008862739004235856,0.020696988535193174,0.0016168123716954043,-0.0019102638546472726,0.001870861006272907,0.024733313565723697,0.0018604468104838393,0.017442427623883035,0.010600718164265997,0.02135319371873423,0.011754959847232785,0.005994070812120985,0.002580665690189697,0.0015810037702079726,0.012384069894771487
2022-04-11,0.01675590713107379,0.005212844179975085,0.0,0.009267896765043698,0.0,-0.0076775312702743815,0.0018673674203645164,0.012945123680720006,0.0018568899583655183,0.0028776406678466455,0.0017560534674228073,-0.0035273518554179845,0.009966857076970254,0.0,0.0,0.010997756897661887,-0.003081645918123119
2022-04-12,0.010518492378682315,-0.0034721123708509553,0.014598753469812598,-0.011131849378389893,-0.004858300557636164,-0.0019286095345656831,0.0037244086575913193,0.022258425287533325,-0.001856889958365494,0.0,0.012205839045508224,0.00704230522075086,0.013136380983571703,0.001990142945958798,0.006422500453275801,0.0,-0.02184178419434019
2022-04-13,0.0,0.008658114070032098,0.004338504740455828,0.0074350547625324,0.0016219689861292537,-0.0038684893411802027,0.005560783894661926,-0.014252014506487987,0.012927205433714513,0.007158238277766568,0.001731518169118176,0.008733661161458538,0.004882026689285602,0.003968328052365507,0.011457846386789055,0.004676561115474497,0.02799570115880565
2022-04-14,0.004474347938699755,0.0,-0.004338504740455753,0.0018501581806779513,0.0032363315715067294,0.015384894000667377,-0.0018501950023813033,-0.014457976742890767,0.0036630713933907366,0.016973576037525584,0.00517694966352782,0.0206548447761812,0.0016220600711560438,0.0,0.0037903391984228057,0.004654792653661188,-0.015456340941113774
2022-04-15,0.023530434437578015,0.020478427134680545,0.014388846816285468,0.012855930755805057,0.011245165923882505,0.013270343376181198,0.011049763204999298,0.03965617732152162,0.009099151889939972,0.029027547460640415,0.03550670053964709,0.025232570419832928,0.008071159219509356,0.017664856781302935,0.007537710728538779,0.019923975976948248,-0.031648190410188994
2022-04-18,-0.01907618563154314,-0.01189482177266362,-0.007168504989667954,-0.003656244644544084,-0.0015988058114667215,-0.003773601755162833,-0.0073528918980074395,-0.003115328440259941,-0.016438762116060473,-0.03183655806282939,-0.04068365020317493,0.0033166744967400587,-0.0032206138109315574,0.005819540808960678,-0.0037617532457043493,-0.030819027756347834,-0.029365895125436275
2022-04-19,0.0059084422693058,0.006814396194379352,0.0,-0.0018331998206447707,-0.011263172484111317,0.0,-0.0036968713069918157,-0.014140055149905037,0.0018400095719737699,0.00979709303231591,0.0017286294660761958,-0.0016568733175812136,-0.014622514794512775,-0.005819540808960621,-0.006301230075275967,0.0015636980102639066,0.0
2022-04-20,0.0029412231083594336,0.0016962510782615758,0.01994369343743632,0.005489444465188802,0.004842615937744759,0.0,0.0018501950023813757,0.0,0.0036696918638075503,0.01520415724713073,0.005168031430785124,0.006611526822619488,0.0,0.0019434995073938724,0.0075566977270075065,0.010878204935662238,0.0
2022-04-21,0.01022652025387797,0.0033841745000226975,0.008426989048474776,0.003643028657792516,0.015974839282085724,-0.0018921173969870728,0.0,0.011015180645550505,0.0018299087903394073,-0.012422417444767787,-0.001719711233333587,0.0,0.017843128605444278,0.005808274269094237,0.003757042304722784,0.012288919291681268,0.006600640017056365
2022-04-22,0.004350969208324731,0.011754904371120046,0.016643956096883687,0.012646988260718025,0.017282495072827427,0.0037807351187146483,0.0,0.012441800720333181,0.0036495019423593974,0.00415792461625098,-0.0017226737354391786,0.0016460521282384312,0.0,0.001928730632033411,0.002496830005241033,0.012139733235063508,-0.006600640017056303
2022-04-25,0.012940543487459223,0.0016680488041940517,0.0041180064364052275,0.01779404326163778,0.02613509966492464,-0.005676513504089743,0.0,0.027440729264635134,0.0,0.002762452452445469,0.003442384968772751,0.0,-0.01294525407268008,-0.0019287306320334746,0.00497517183427246,0.010502724282982557,-0.0234517067306405
