Date,SK㈜,롯데쇼핑,HD현대,서부티앤디,하나금융지주,모두투어,SK디앤디,SK리츠,롯데리츠,코람코라이프인프라리츠,신한서부티앤디리츠,코람코더원리츠,스타리츠,디앤디플랫폼리츠,미래에셋글로벌치ㅡ,NH올원리츠,ESR켄달스퀘어리츠,제이알글로벌리츠,이지스레지던스리츠,이지스벨류리츠,NH프라임리츠,신한알파리츠,이리츠코크렙,케이탑리츠
2022-04-05,0.0,-0.2022226430535623,0.914080615064594,2.8985544583534084,-2.886596953385645,1.419884603211674,0.0,-0.1543145551050395,-1.0398466073376356,0.924504578712826,-0.3838701789475651,3.722497350492127,1.562497497623072,-0.3738430331592046,0.0,-0.3724357030799097,-1.5804511960203491,-0.1788822017015356,0.0,0.0,0.1999976749863297,2.2486682853400053,-1.2698476628780653,-0.3057843675551508
2022-04-06,0.4040425160574568,-1.013170675882591,-0.5434756688886266,-2.3474207789823343,0.7430874726144454,2.99999952344272,-1.973673691046296,-1.08190652638388,-1.2259421674960749,0.9160275567817288,1.5414196084519327,1.9575821563640796,0.5769212285626546,-0.7504606725254659,0.6722821133996248,0.0,-2.627747730267682,0.1792027635504789,-0.3610119829700386,0.5110828896072395,-0.3992085671882583,0.776202422851302,0.1607779953174182,1.2232264070052734
2022-04-07,-1.0060381388811712,-2.149435002746225,-0.7285939560610188,0.0,-1.580592005291459,-2.135925085196177,-0.8389315307091083,0.6249827296998856,0.3546179835893337,1.966706683273478,-0.1897660638765397,-1.119998042709991,0.1912089570992758,0.9451872142994588,0.0,0.373827971915408,2.2488709565198883,0.7155720072412608,0.7246302928962889,0.3389829523479992,0.0,-0.6418497323254724,1.4446180511400009,-2.7476249477632826
2022-04-08,0.81301237855127,-1.150626070193106,0.5504478693151293,0.4807698470860488,-0.7494813706791836,0.1984158252320789,0.169204415199542,1.086964199875462,1.4134302851884106,0.8902129358377531,2.09126565252693,0.1618120117516275,-0.1908440461888649,0.1872612158609232,2.5041719348739333,0.1862178515399604,1.759543507715633,1.0657104847373144,2.1582804555682067,1.182432090009744,0.6012071201802804,0.2583998474209092,0.1582254215568124,3.3802484100332153
2022-04-11,0.2016106255405159,1.1640195829769828,1.2773825151535467,-1.4353978981533122,1.4023823380434175,-2.574258593660605,0.0,1.6897074704369075,0.5226454691745985,0.0,0.9310976704227424,0.0,-0.7648134307214116,0.1869112036683384,1.302927451654945,0.1858615046125056,0.2881785050147467,0.1757596232240033,-0.3521138058092288,1.0016691623964569,0.0,0.0,1.1058454534592643,-1.5537972539434566
2022-04-12,-1.8108646707196807,-2.092057914940437,-0.1801873507868756,0.4854266826436859,-0.2127762380217945,-2.4390304932892515,-2.0270302176602195,1.0574006189444374,-0.3466091559020556,1.470583572584716,-1.1070119610915974,-0.4846518104104746,-0.19267509622094,0.3731352885887329,2.250799225188471,-0.1855167004816804,0.0,1.2280634302080484,0.7067160564209862,1.3223042292463738,0.1992124594801581,0.6443168933394361,0.0,-1.8528077116372166
2022-04-13,1.844261755281673,0.9615479854836018,3.4295946448032577,0.0,0.6396704533107034,1.458339831528721,0.6896682700656687,0.0,0.8695703947152911,0.4347929677262385,0.7462763411397955,0.1623285089288551,-0.3861016375756865,0.5576273752029959,-1.4150935311560753,1.3011122970407296,0.718391970674559,0.1733018112304529,0.8771910852289233,0.4893963198463247,0.3976212291764147,1.152373893043945,0.4687513293595735,4.9996243158649145
2022-04-14,0.4024165819746184,-0.5291047198200283,1.0471233135717295,-0.4830816752928513,-0.2118650183978165,-1.8480539028361327,0.513690457988969,0.4484372779403278,0.0,-0.4329107024355072,0.1851870779354669,0.324157414657189,1.5503850745082648,-0.1848484446724363,-1.435396208103812,0.3669788638819504,1.711844567050802,0.5190373221802158,2.086963233490735,0.1623376322176462,0.0,0.3797531618408456,0.4665643029870159,-4.372876827002448
2022-04-15,0.4007970759701162,0.1063820161278705,1.381693784616722,0.9708641518278992,-0.4246393217651301,1.04602500031572,1.1925090783369674,2.3809459337561734,2.068954880751384,1.4492864572368536,1.293892350192638,1.1308630468897185,1.3358785167473464,1.111103731862162,4.045298135638653,0.9140675018695088,2.945295289922889,3.6144590832715817,2.555360622375491,0.8103818832931875,1.7821803146871096,0.7566190783218962,2.012378316469388,-1.5815123325549467
2022-04-18,-0.3991971056433452,2.1254064175536103,-0.6814277935791591,0.0,-0.4264211439498733,-1.8633505645469173,-1.178455884925056,-1.8895386679130488,-1.1824358041386152,-0.7142872543119183,-0.3649568720842211,-0.1597528402322412,-0.3766490667675759,-0.732592552246869,-0.3110480839876972,-1.6304383015733117,-3.133511039217274,-3.986718026838731,0.3322180747396208,-0.3215433197349515,0.5836507232872323,-0.3754686715588096,-3.034896287776634,0.22137210101869131
2022-04-19,0.6012022194841649,-0.6243527947759842,1.3722061814640307,0.4807698470860488,1.9271808448041217,0.0,0.511072273001778,0.5925931542150709,0.6837667020973326,0.0,-0.1831520536164976,-1.119998042709991,0.0,-0.3690046291253579,-1.4040554105601233,0.1841703428330898,0.9845241658657632,0.1730124407267386,-0.1655501460754882,-1.4516125018353532,-0.5802640082063548,-0.6281418958354879,0.1564921223493165,2.8938907064191888
2022-04-20,2.3904375145438195,1.7801063534079953,0.0,-0.956939019909364,0.315122211597818,0.210965408878283,-0.5084736053890926,0.2945552748818247,0.1697690525894968,2.0143897613383643,0.5504539073154735,0.4854360352548825,0.0,0.1851907669247809,0.0,0.3676433426959224,1.5320328461005506,0.5181408740076776,0.663343121329607,0.0,0.1945389326650781,0.7585321622558538,1.0937587737732013,0.0
