Date,SK㈜,롯데쇼핑,삼성생명,한화생명,서부티앤디,모두투어,SK D&D
2016-09-22,,,,,,,
2016-09-23,2.38665204836503,2.44498345915487,2.89856027216435,1.05079733301833,-0.26246665035056,1.42856289476214,1.55601616685954
2016-09-26,-1.1654962524502,-1.6706405711876802,-0.93896695670321,-0.86655062462691,0.0,-1.0563373629947799,0.20429290493450997
2016-09-27,-0.23584628092809998,0.7281550144181099,-1.4218103196977498,0.87412536342368,2.10526820321261,-0.17792085520609,-0.50969099978664
2016-09-28,-0.7092469704689001,-0.7228912455647399,0.0,-0.17331977793445,1.54639768322462,2.13902449753979,0.10244604407632
2016-09-29,0.47621178788765,1.6990251750772198,1.44231733642989,0.52084275128514,-1.52284839098736,0.5235708787478099,-0.92117859175319
2016-09-30,0.47393697803763,-1.43198973837198,0.0,-0.51814403563431,-0.77319423943,0.0,-2.27272249221424
2016-10-04,-0.9434205187945599,1.6949306353986198,-0.47392391172866,-0.17360135740345,-0.51948868725562,0.52082197584049,0.31712911353474
2016-10-05,0.47621178788765,3.57141750075262,-0.47621941391525,0.52172914061783,-1.3054803506581498,-1.72712185456568,-2.0021128374145802
2016-10-06,-0.9478917374915199,2.0689647666707702,4.3062395725683,-0.51902125548197,-0.52909942934885,-3.33918589103193,-0.75269102139265
2016-10-07,0.23924067698271,-0.9008887332929301,1.37614653202595,1.04347765440513,0.0,-0.7272684289897899,-4.87541292642756
2016-10-10,1.19333945573212,2.27272319712159,-3.6199088355003197,2.58176369534706,4.52126714814542,1.09890033669861,-1.36673762392864
2016-10-11,0.70753884278433,-1.3333415159422701,-0.4694834783516,2.34899175195089,0.50891392227574,0.0,0.6928421445717
2016-10-12,0.46838738792249,2.02704407768818,-0.47169802263559,0.0,0.0,0.9058117259042,0.5734104880269401
2016-10-13,-2.3310187418157198,-0.22074753351839999,-0.47392391172866,-1.96722098819506,-2.02532128532574,-0.71816247587465,-0.1140506639212
2016-10-14,-0.47731250094019995,2.21237651982399,0.95237098340399,1.17056790771068,1.29199626924381,0.72335735697894,0.79910591700012
2016-10-17,5.03596630362814,-0.43291163388532,0.47169802263558,0.3305875360517,0.25509239583234,-0.71816247587465,-1.81200560160478
2016-10-18,3.8812761528676596,0.2173969536467,1.87794346896039,2.63589428784964,-1.52671450504183,1.9891642492359598,-1.26875215967333
2016-10-19,0.43956357481030994,-0.86767578438399,0.0,-0.3210182035479,0.77519222465671,-0.35461342134637003,-3.03737606771218
2016-10-20,-0.21882403957846,0.0,0.92165872683647,0.3220520492509,0.51282863686827,-0.53380748945497,-1.8072369161784199
2016-10-21,0.0,-0.65643761218314,-1.82650209653221,0.0,-0.5102121229927999,-0.53667228631314,-1.84047325076646
2016-10-24,-0.6578953322754,2.42289160228077,2.79070687689859,2.5682260907953802,0.0,-0.71942021358174,5.499978761206091
2016-10-25,-0.88300025120199,0.43011017251495004,0.90496799922343,0.93896664508483,-1.28203954209785,-5.07246219381201,6.75356513745821
2016-10-26,-1.11358116793912,-0.42826814764627996,-3.1390040393606005,-4.651160380838689,1.03895882233771,3.05342293116195,0.5549388183342601
2016-10-27,1.5765666419076299,0.43011017251495004,2.3148143785723,0.81301674486102,0.51413773184487,2.40740210428378,0.8829988887149399
2016-10-28,-1.33036155639607,-0.42826814764627996,-0.45248860443753,0.80643313871722,1.27876055837858,-1.8083020825058398,0.6564488556622
2016-10-31,0.44942450393417,-1.72043220578771,0.45454537044077997,0.0,0.5050585214229699,-2.39410126961306,0.43479627924951003
2016-11-01,-1.56598578029313,-2.6258195110800098,-1.35746581331263,1.12000841260624,-0.25124678976143,-0.56604921797414,-0.21646079196520002
2016-11-02,-1.59089903292759,-2.69662809781368,-0.91743102135064,-2.3734164665098,-4.28212461546752,1.32826840404425,-1.30151363127123
2016-11-03,3.2332355794204704,0.0,0.46297229855245,-4.0518706899602295,0.0,1.87266594920183,-0.10989162755109
2016-11-04,2.46085518173575,1.15473695719519,-1.3824974696686099,2.7027108397178,1.05262940253572,0.73530136925428,-1.10011749705021
2016-11-07,0.43667614302884,5.25113318273771,0.93457926147846,0.16447359380757,-0.5208229674363001,0.0,1.1123547057979501
2016-11-08,0.86957145870298,0.21692536451256,-3.2407589756772,-2.95566340271695,-0.26178889075347,1.45984527109808,0.66006740864164
2016-11-09,-0.86207509968354,-0.21645581694266,0.0,-1.8612510625945902,-2.8871331538563,-2.69785134328365,-0.21858225398465
2016-11-10,0.21739694280552999,1.08460114889656,0.9569572759175801,2.9310231908613997,2.7026969635898,0.73939057649481,-0.32858393382365003
2016-11-11,-1.73536213691413,-1.07296377150359,4.73933557856607,6.19766137990955,0.0,0.0,0.65934204982334
2016-11-14,1.32450451795016,0.43385072902515,4.0723974399378795,0.7886431174218099,-0.26314795249277,-0.36697606832399005,-0.10917181188876
2016-11-15,2.83224383063118,0.86392762807134,-1.30434759523633,0.31299759810581,0.79155501271059,-0.92082516945377,-0.54644796163952
2016-11-16,1.6949353285700302,-0.21413829779145,-1.32157669986621,-0.31202097993304,-1.30890705802556,0.7435135700172,-1.53845963926566
2016-11-17,-0.20835432366096002,-0.85836593756344,3.57141851158835,5.633799870509,0.53051234611347,-0.55350512682231,-0.44642689227767
2016-11-18,-2.08768980182009,-0.6493589114632701,-0.43103440712941,0.14814807480116,0.79155501271059,-0.18554813636247,-3.1390173355579303
2016-11-21,-1.27929496021768,-0.87145653031562,0.432900356615,-1.18342312829212,-0.7853386254540601,0.7435135700172,-1.62036025016533
