Date,SK㈜,롯데쇼핑,HD현대,서부티앤디,하나금융지주,모두투어,SK디앤디
2022-04-04,0.02484478195839479,0.01435901981108545,0.012962900836704705,0.004854266826436859,0.00206621555513653,0.022821523943501676,0.009966758066620063
2022-04-05,0.0,-0.002022226430535623,0.009140806150645941,0.028985544583534084,-0.028866060479209255,0.014198846032116741,0.0
2022-04-06,0.004040424891526451,-0.010131706758825909,-0.005434837523546121,-0.023474207789823343,0.007430971158373767,0.0299999952344272,-0.019736872805889427
2022-04-07,-0.010060447042698928,-0.02149435002746225,-0.007285858876401097,0.0,-0.015806014260887014,-0.021359250851961775,-0.008389245887757357
2022-04-08,0.0081301237855127,-0.01150626070193106,0.0055044786931512935,0.004807698470860489,-0.00749471644859756,0.001984158252320789,0.00169204415199542
2022-04-11,0.0020161727102228078,0.011640195829769828,0.012773743726837816,-0.014353978981533122,0.014023724013581873,-0.025742585936606055,0.0
2022-04-12,-0.018108778148416937,-0.020920579149404372,-0.001801793255017392,0.004854266826436859,-0.0021275691054082335,-0.024390304932892515,-0.020270302176602195
2022-04-13,0.01844275388700245,0.009615479854836018,0.034296026990872086,0.0,0.006396509607257128,0.01458339831528721,0.006896610762795907
2022-04-14,0.004024032910653563,-0.005291047198200283,0.010471232320300006,-0.004830816752928513,-0.0021186501839781657,-0.01848053902836133,0.0051369763920279254
2022-04-15,0.004007971024448942,0.0010638201612787057,0.013816936781362532,0.009708641518278993,-0.004246200353192675,0.010460250003157201,0.011925019703374673
2022-04-18,-0.0039919713190716966,0.021254064175536103,-0.006814277417805159,0.0,-0.004264404300468816,-0.018633505645469173,-0.01178448943467203
2022-04-19,0.00601208864726166,-0.0062435279477598415,0.013722060764402855,0.004807698470860489,0.019271808448041217,0.0,0.0051107227300177804
2022-04-20,0.023904375145438195,0.017801063534079953,0.0,-0.009569390199093641,0.0031512221159781806,0.0021096540887828308,-0.005084736053890926
2022-04-21,0.031128373977838075,0.011316856943545561,-0.005076117987183659,0.009661848194511435,0.006282741337795494,-0.006315722060406426,-0.0034071484866784463
2022-04-22,0.0,-0.0050865103040207416,-0.0017006721415090409,-0.014353978981533122,0.014568296071787223,-0.014830573538871072,0.0
2022-04-25,-0.022641503332136992,-0.04805725989155063,-0.005110708063353786,-0.004854374691842023,-0.02666674244360312,-0.023655860715450894,-0.011965788922995602
2022-04-26,0.011583008389106642,0.011815236912273486,0.003424641049528443,0.09268282055264754,-0.004214975424608469,-0.008810623938396045,0.0017301004341818693
2022-04-27,-0.0019084383622341994,-0.027600780627409338,-0.00682598196637163,-0.022321358158804094,-0.021163987087573388,-0.017777705607782246,-0.013817042974954119
2022-04-28,0.028680807756902515,0.021833955305301744,0.013745715796291469,-0.009132532672934568,0.029189126444477687,0.0067872573401186465,0.0035027667151230624
2022-04-29,-0.0037174299837354763,0.009615479854836018,-0.011864350250666456,-0.00921639733540991,-0.012604983883204524,0.02247190810690025,-0.0017452700836037005
2022-05-02,0.00373130083333173,0.0,-0.003430591727515697,0.00465096137816956,-0.008510566333847391,,-0.0017483213765988603
2022-05-03,-0.029739868738132946,-0.0021164728824155654,0.003442401200597134,-0.023148179104895195,-0.007510799576564753,-0.021978020059745917,-0.0017512372140904287
2022-05-04,-0.0019156241353107673,-0.008483576774173551,0.00343043865468573,-0.009478580652920177,0.02270262116642785,-0.03595499942527547,-0.005263147877904828
2022-05-06,-0.007677646038975583,0.0010695090846868371,0.0034188635259213562,-0.014353978981533122,-0.004228246371954736,-0.004662078028570993,-0.003527256524703426
2022-05-10,-0.046421652590940554,-0.00641019874233173,0.006814277417805048,-0.024271873459210114,-0.024416254732291143,-0.028103023804521454,-0.021238969552738407
2022-05-11,-0.010142007629705851,0.0408602109234506,-0.018612508120067317,0.0049751304280343245,-0.03155598603943288,0.007228934109732688,0.045207943365879855
2022-05-12,-0.006147472055256564,0.008264475880993105,-0.005172389121711696,-0.03168325065448052,0.003370745460899549,-0.05502393617324497,-0.008650502170909014
2022-05-13,0.010309230006382952,0.03995900282145359,0.02253029859775668,0.00715751892216665,0.0279957573123244,0.030379723673175096,0.03490394533856045
2022-05-16,0.002040793400309049,0.004926063792211943,0.01355933305769308,-0.029441638335816478,0.011982257669500784,0.017199093916624886,-0.0033726748743954094
2022-05-17,0.018329934798479552,-0.009803916663498002,0.0183945609864673,-0.005230248302275697,-0.0043055227579517075,-0.014492789768982939,-0.016920441519955087
2022-05-18,-0.007999910344468453,0.0,0.008210215393597009,-0.024185054958971386,-0.0010811333152571656,-0.019607860314204695,-0.006884668234223512
2022-05-19,-0.00403221251081054,-0.0396039403850732,-0.016286568018023306,-0.02370679721398905,-0.01948038031330468,-0.012499998758965347,-0.008665566658321855
