Date,코스피,코스닥,SK㈜,롯데쇼핑,HD현대,서부티앤디,하나금융지주,SK리츠,롯데리츠,코람코라이프인프라리츠,신한서부티앤디리츠,코람코더원리츠
2023-02-02,0.00778832296680787,0.018190013775498448,-0.010972556652720233,-0.008483645228433034,-0.011437956708222452,-0.0012546640240307383,-0.027438930648338467,0.03448277979079606,0.01228503949476445,0.013333414373448482,0.0,0.02934532955246061
2023-02-03,0.004666091538696682,0.002837988705518546,0.011094289371369248,0.009625707642406445,-0.006611617997412611,-0.007537712852068723,0.015673926132319993,0.009259198813379221,0.004854329254652123,0.0,0.002463069262460982,-0.0065789556689255235
2023-02-06,-0.017017401467245397,-0.007120542904781257,-0.014962613726094864,-0.01483050074789427,0.0,-0.012658223515575218,-0.015432045392763216,0.009174350588734503,-0.006038660793961426,-0.009398539012119955,-0.01965600976155868,0.0
2023-02-07,0.005545105121486982,0.015052553663003287,-0.009620198474225128,-0.009677458307188691,-0.008319424670636844,-0.002564157140457324,0.006269570452928086,-0.00909094705328406,-0.017010923363344643,-0.0018975034801499424,0.02506267689991848,0.006622524967100363
2023-02-08,0.013023535470898517,0.009303954044227902,0.022494862295707074,0.0021715515971572064,0.0050335586792891185,0.023136323443925022,0.015576269612590066,-0.007339323664585229,0.003708315709222587,-0.003802317982093517,0.0,-0.005482443941124626
2023-02-09,-0.0008535347870719523,0.005897634216623482,0.002499989945019321,-0.006500538536629685,0.0,0.0037687884881087985,-0.021472318830317527,0.0018483968992504263,0.0,-0.015267129824830028,-0.01711495377517891,-0.0011025564316291536
2023-02-10,-0.004751135985083477,-0.015473265166078387,-0.007481266743423531,0.009814652737694995,0.006677775434642097,-0.005006229190486766,0.02089853890344351,0.0018449866316814223,-0.01724136610981497,0.01550382879177592,0.0024875774022388164,-0.0022074313507207677
2023-02-13,-0.00689550251709814,0.00014238691835588568,-0.015075396790749318,-0.01943843460013206,0.0414594298440667,-0.016352209300878107,0.0030706138827774065,-0.02762432569585105,-0.01879703348451045,0.0019083670629937988,-0.002481404715941493,0.002212314883953237
2023-02-14,0.005275794701291359,0.009099772711094634,0.010204122673390437,-0.012114576020984424,-0.020700686824374537,0.04475708754563135,-0.04387751610469082,0.0018940079830975787,0.0038314526086424827,-0.0019047321349237034,-0.006218943505596819,0.004414978158910676
2023-02-15,-0.015306367465896753,-0.018112310228136863,-0.05909094528514458,-0.012263047364620028,-0.006504044783029572,-0.011015947358565481,-0.054428931368293854,-0.013232588615492813,-0.008905911453952808,0.0,-0.005006222458911136,0.004395801705328717
2023-02-16,0.01959721571678852,0.025148276131248704,0.008051583745261937,0.003385956376321664,0.013093316425349721,-0.00247523327750121,0.00225720187405809,0.001915880525346747,0.0,-0.01145039569884243,-0.005031477325432188,0.0
2023-02-17,-0.00980416716060628,-0.011583931134991232,-0.003727388609238824,0.0,0.006462015112180586,0.007444125780357025,0.0405406863415021,-0.005736242332340935,-0.003850993390696389,-0.01158302592912075,0.0012642971183116636,0.003282222118965672
